"measurement_datetime","gps_error_meter","accel_y_longitudinal","accel_z_vertical","oid","longitude","car_name","latitude","measurement_ms","measurement_data_id","accel_x_transverse"
"2015/12/17 13:06:56","12","0.298","9.854","4655913","139.897925","patrol02","37.489802","1450325317629","20151217_130656","0.424"
"2015/12/17 13:06:56","12","0.166","9.639","4655914","139.897931","patrol02","37.48979","1450325317729","20151217_130656","0.475"
"2015/12/17 13:06:56","12","0.405","9.506","4655915","139.897936","patrol02","37.489779","1450325317830","20151217_130656","0.429"
"2015/12/17 13:06:56","12","0.484","9.475","4655916","139.897942","patrol02","37.489767","1450325317931","20151217_130656","0.458"
"2015/12/17 13:06:56","12","0.185","9.68","4655917","139.897947","patrol02","37.489755","1450325318031","20151217_130656","0.505"
"2015/12/17 13:06:56","12","0.058","9.95","4655918","139.897953","patrol02","37.489743","1450325318132","20151217_130656","0.459"
"2015/12/17 13:06:56","12","0.433","9.864","4655919","139.897958","patrol02","37.489731","1450325318233","20151217_130656","0.483"
"2015/12/17 13:06:56","12","0.188","9.58","4655920","139.897963","patrol02","37.48972","1450325318329","20151217_130656","0.556"
"2015/12/17 13:06:56","12","-0.032","9.436","4655921","139.897969","patrol02","37.489708","1450325318429","20151217_130656","0.518"
"2015/12/17 13:06:56","12","0.326","9.51","4655922","139.897974","patrol02","37.489697","1450325318530","20151217_130656","0.482"
"2015/12/17 13:06:56","12","0.341","9.559","4655923","139.89798","patrol02","37.489685","1450325318629","20151217_130656","0.517"
"2015/12/17 13:06:56","12","0.022","9.683","4655924","139.897986","patrol02","37.489673","1450325318729","20151217_130656","0.482"
"2015/12/17 13:06:56","12","0.012","9.841","4655925","139.897991","patrol02","37.489661","1450325318830","20151217_130656","0.505"
"2015/12/17 13:06:56","12","0.313","9.798","4655926","139.897997","patrol02","37.489649","1450325318931","20151217_130656","0.45"
"2015/12/17 13:06:56","12","0.267","9.532","4655927","139.898002","patrol02","37.489638","1450325319031","20151217_130656","0.397"
"2015/12/17 13:06:56","12","0.315","9.377","4655928","139.898008","patrol02","37.489626","1450325319132","20151217_130656","0.447"
"2015/12/17 13:06:56","12","0.231","9.517","4655929","139.898013","patrol02","37.489614","1450325319233","20151217_130656","0.493"
